fecha,id_transaccion,dia_semana,categoria_servicio,producto_servicio,canal_venta,vendedor,region,segmento_cliente,nombre_cliente,unidades,precio_unitario,ventas_semana_actual,costo_total,margen_bruto,margen_bruto_pct,ventas_semana_anterior,variacion_pct
2025-04-23,TC-2025-10250,Wednesday,Implementación BI,Tableau Implementation,Directo,Valentina Torres,Costa Rica,Enterprise,Corporación Retail Max,3,14269.25,42807.75,17081.55,25726.2,60.1,45319.83,-5.54
2025-04-21,TC-2025-10251,Monday,Consultoría de Datos,Data Quality Framework,Directo,Diego López,México,Enterprise,Logística Global Pac,5,5223.93,26119.65,9695.55,16424.1,62.88,23342.48,11.9
2025-04-27,TC-2025-10252,Sunday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,María Pérez,México,Mid Market,Fintech Innova,3,1652.81,4958.43,1466.97,3491.46,70.41,4712.55,5.22
2025-04-24,TC-2025-10253,Thursday,Soporte & Mantenimiento,SLA Estándar,Digital,Sofía Hernández,México,SMB,Restaurantes La Plaza,1,1709.82,1709.82,604.77,1105.05,64.63,1750.21,-2.31
2025-04-22,TC-2025-10254,Tuesday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,María Pérez,México,SMB,Boutique Moda Latina,1,1508.92,1508.92,547.63,961.29,63.71,1575.74,-4.24
2025-04-26,TC-2025-10255,Saturday,Consultoría de Datos,Data Quality Framework,Directo,Camila Jiménez,Costa Rica,SMB,Tienda Electrónica SV,2,5901.72,11803.44,4054.68,7748.76,65.65,11070.35,6.62
2025-04-23,TC-2025-10256,Wednesday,Análisis Predictivo,Scoring de Crédito,Directo,Sofía Hernández,México,Mid Market,Agencia Digital Norte,3,18732.02,56196.06,20508.81,35687.25,63.5,48029.18,17.0
2025-04-27,TC-2025-10257,Sunday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,Diego López,Guatemala,Enterprise,Telecomunicaciones del Sur,8,1583.12,12664.96,3855.04,8809.92,69.56,11635.78,8.84
2025-04-24,TC-2025-10258,Thursday,Análisis Predictivo,Scoring de Crédito,Directo,Luis Ramírez,Guatemala,SMB,Transporte Rápido,2,18739.79,37479.58,11961.18,25518.4,68.09,34194.92,9.61
2025-04-23,TC-2025-10259,Wednesday,Implementación BI,Data Warehouse Setup,Directo,Carlos Rodríguez,Colombia,Mid Market,Agencia Digital Norte,4,19129.7,76518.8,29616.48,46902.32,61.3,80859.91,-5.37
2025-04-21,TC-2025-10260,Monday,Soporte & Mantenimiento,SLA Premium 24/7,Referidos,Camila Jiménez,Colombia,Mid Market,Agencia Digital Norte,4,3187.0,12748.0,5025.64,7722.36,60.58,11627.07,9.64
2025-04-25,TC-2025-10261,Friday,Consultoría de Datos,Data Governance Assessment,Directo,Carlos Rodríguez,Colombia,Mid Market,Fintech Innova,3,7162.42,21487.26,5871.6,15615.66,72.67,21478.22,0.04
2025-04-21,TC-2025-10262,Monday,Consultoría de Datos,Arquitectura de Datos,Digital,Andrés García,El Salvador,SMB,Boutique Moda Latina,2,8235.76,16471.52,7688.6,8782.92,53.32,15088.29,9.17
2025-04-23,TC-2025-10263,Wednesday,Capacitación Tech,Bootcamp Data Science,Directo,Diego López,México,Enterprise,Telecomunicaciones del Sur,4,4562.12,18248.48,5096.4,13152.08,72.07,19156.33,-4.74
2025-04-24,TC-2025-10264,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Partner,Carlos Rodríguez,Costa Rica,Mid Market,Manufactura Tica,2,12069.25,24138.5,9409.98,14728.52,61.02,21988.11,9.78
2025-04-25,TC-2025-10265,Friday,Implementación BI,Data Warehouse Setup,Digital,Andrés García,Costa Rica,SMB,Eventos Premium CO,2,18189.39,36378.78,14551.26,21827.52,60.0,38835.62,-6.33
2025-04-27,TC-2025-10266,Sunday,Implementación BI,Power BI Enterprise,Directo,María Pérez,El Salvador,SMB,Restaurantes La Plaza,2,12985.37,25970.74,10009.86,15960.88,61.46,30820.62,-15.74
2025-04-25,TC-2025-10267,Friday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Ana Martínez,El Salvador,Mid Market,Agencia Digital Norte,4,3452.54,13810.16,5060.52,8749.64,63.36,14148.51,-2.39
2025-04-26,TC-2025-10268,Saturday,Consultoría de Datos,Data Maturity Assessment,Directo,Roberto Morales,Colombia,Mid Market,Distribuidora El Pino,3,5239.2,15717.6,4848.84,10868.76,69.15,14700.28,6.92
2025-04-25,TC-2025-10269,Friday,Consultoría de Datos,Arquitectura de Datos,Partner,Ana Martínez,El Salvador,Enterprise,Corporación Retail Max,3,8151.0,24453.0,10761.96,13691.04,55.99,22032.1,10.99
2025-04-21,TC-2025-10270,Monday,Análisis Predictivo,Forecasting de Ventas ML,Directo,Andrés García,El Salvador,SMB,Restaurantes La Plaza,1,14255.77,14255.77,5547.13,8708.64,61.09,12940.5,10.16
2025-04-21,TC-2025-10271,Monday,Soporte & Mantenimiento,Dashboard Maintenance,Referidos,Valentina Torres,Guatemala,Gobierno,Ministerio de Educación GT,2,1455.79,2911.58,960.66,1950.92,67.01,2671.87,8.97
2025-04-22,TC-2025-10272,Tuesday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Roberto Morales,El Salvador,Gobierno,CEPAL Regional,3,898.18,2694.54,1934.04,760.5,28.22,2535.2,6.29
2025-04-27,TC-2025-10273,Sunday,Capacitación Tech,Workshop Python Analytics,Directo,Roberto Morales,El Salvador,SMB,Tienda Electrónica SV,1,2336.56,2336.56,728.19,1608.37,68.83,2527.84,-7.57
2025-04-23,TC-2025-10274,Wednesday,Análisis Predictivo,Detección de Anomalías,Directo,Carlos Rodríguez,México,Mid Market,Agencia Digital Norte,3,10699.21,32097.63,14013.81,18083.82,56.34,26074.33,23.1
2025-04-23,TC-2025-10275,Wednesday,Capacitación Tech,Workshop SQL Avanzado,Partner,Carlos Rodríguez,Guatemala,Enterprise,Energía Renovable SA,8,1642.34,13138.72,3975.28,9163.44,69.74,13297.87,-1.2
2025-04-21,TC-2025-10276,Monday,Capacitación Tech,Workshop Python Analytics,Referidos,Camila Jiménez,México,Mid Market,Hotel Cadena Pacífico,4,2791.55,11166.2,3037.48,8128.72,72.8,11987.19,-6.85
2025-04-21,TC-2025-10277,Monday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Andrés García,Colombia,Enterprise,Aseguradora Continental,2,8646.37,17292.74,6584.82,10707.92,61.92,17972.0,-3.78
2025-04-26,TC-2025-10278,Saturday,Consultoría de Datos,Data Strategy & Roadmap,Directo,Ana Martínez,Costa Rica,SMB,Tienda Electrónica SV,1,9028.66,9028.66,3166.31,5862.35,64.93,7762.72,16.31
2025-04-26,TC-2025-10279,Saturday,Implementación BI,Tableau Implementation,Partner,Camila Jiménez,México,Gobierno,Secretaría de Salud CO,2,13762.93,27525.86,10288.82,17237.04,62.62,29729.88,-7.41
2025-04-24,TC-2025-10280,Thursday,Análisis Predictivo,Scoring de Crédito,Directo,María Pérez,Guatemala,Mid Market,Fintech Innova,2,15000.09,30000.18,12199.84,17800.34,59.33,26663.91,12.51
2025-04-21,TC-2025-10281,Monday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,Luis Ramírez,Guatemala,Mid Market,Manufactura Tica,4,795.14,3180.56,2887.76,292.8,9.21,3023.4,5.2
2025-04-22,TC-2025-10282,Tuesday,Implementación BI,Looker Studio Pro,Partner,Roberto Morales,Guatemala,SMB,Restaurantes La Plaza,1,9962.83,9962.83,4095.03,5867.8,58.9,11020.77,-9.6
2025-04-25,TC-2025-10283,Friday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Camila Jiménez,El Salvador,Mid Market,Hotel Cadena Pacífico,4,2945.08,11780.32,3754.2,8026.12,68.13,11069.11,6.43
2025-04-21,TC-2025-10284,Monday,Implementación BI,Power BI Enterprise,Partner,Roberto Morales,Costa Rica,SMB,Servicios Técnicos CR,2,11648.3,23296.6,10343.98,12952.62,55.6,27534.7,-15.39
2025-04-27,TC-2025-10285,Sunday,Capacitación Tech,Workshop Python Analytics,Directo,Diego López,El Salvador,SMB,Servicios Técnicos CR,2,2439.81,4879.62,1554.5,3325.12,68.14,5277.91,-7.55
2025-04-27,TC-2025-10286,Sunday,Consultoría de Datos,Data Maturity Assessment,Directo,Luis Ramírez,Guatemala,Enterprise,Banco Central LATAM,7,4801.13,33607.91,11240.46,22367.45,66.55,30718.1,9.41
2025-04-25,TC-2025-10287,Friday,Implementación BI,Tableau Implementation,Partner,Carlos Rodríguez,México,Gobierno,SIECA Guatemala,1,15843.28,15843.28,5823.38,10019.9,63.24,18469.12,-14.22
2025-04-23,TC-2025-10288,Wednesday,Soporte & Mantenimiento,Dashboard Maintenance,Directo,Ana Martínez,México,Mid Market,Educativa Futuro,4,1384.73,5538.92,2075.48,3463.44,62.53,5544.22,-0.1
2025-04-21,TC-2025-10289,Monday,Consultoría de Datos,Data Quality Framework,Digital,María Pérez,El Salvador,Mid Market,Cooperativa Agrícola Sur,3,6526.25,19578.75,5665.65,13913.1,71.06,17491.36,11.93
2025-04-23,TC-2025-10290,Wednesday,Análisis Predictivo,Modelo de Churn Prediction,Referidos,Luis Ramírez,El Salvador,Mid Market,Cooperativa Agrícola Sur,4,15922.41,63689.64,21675.44,42014.2,65.97,54865.84,16.08
2025-04-27,TC-2025-10291,Sunday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,Ana Martínez,Colombia,SMB,Academia Digital SV,1,764.73,764.73,702.8,61.93,8.1,730.98,4.62
2025-04-22,TC-2025-10292,Tuesday,Capacitación Tech,Certificación BI Analista,Referidos,Diego López,El Salvador,Enterprise,Banco Central LATAM,2,3254.19,6508.38,2048.42,4459.96,68.53,6929.35,-6.08
2025-04-23,TC-2025-10293,Wednesday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Ana Martínez,México,Enterprise,Corporación Retail Max,5,9312.28,46561.4,14700.4,31861.0,68.43,54199.36,-14.09
2025-04-21,TC-2025-10294,Monday,Análisis Predictivo,Segmentación de Clientes IA,Directo,Carlos Rodríguez,Colombia,Enterprise,Aseguradora Continental,5,10738.74,53693.7,24302.05,29391.65,54.74,48780.62,10.07
2025-04-21,TC-2025-10295,Monday,Implementación BI,Tableau Implementation,Partner,Valentina Torres,México,Enterprise,Logística Global Pac,8,15820.09,126560.72,45883.68,80677.04,63.75,128149.5,-1.24
2025-04-24,TC-2025-10296,Thursday,Soporte & Mantenimiento,SLA Estándar,Partner,María Pérez,El Salvador,Enterprise,Aseguradora Continental,5,2043.86,10219.3,3079.65,7139.65,69.86,9474.32,7.86
2025-04-25,TC-2025-10297,Friday,Implementación BI,Data Warehouse Setup,Digital,Camila Jiménez,Guatemala,Enterprise,Energía Renovable SA,7,19575.44,137028.08,48647.48,88380.6,64.5,155023.35,-11.61
2025-04-22,TC-2025-10298,Tuesday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,María Pérez,México,SMB,Transporte Rápido,1,12422.26,12422.26,4408.86,8013.4,64.51,10035.93,23.78
2025-04-23,TC-2025-10299,Wednesday,Soporte & Mantenimiento,Soporte Técnico On-site,Partner,Ana Martínez,Guatemala,Enterprise,Constructora Progreso,4,3225.81,12903.24,3860.16,9043.08,70.08,13001.92,-0.76
2025-04-26,TC-2025-10300,Saturday,Análisis Predictivo,Detección de Anomalías,Digital,Camila Jiménez,Guatemala,SMB,Eventos Premium CO,2,11870.24,23740.48,9286.36,14454.12,60.88,21769.03,9.06
2025-04-26,TC-2025-10301,Saturday,Soporte & Mantenimiento,SLA Estándar,Directo,Camila Jiménez,México,SMB,Servicios Técnicos CR,2,1937.39,3874.78,1184.9,2689.88,69.42,3595.39,7.77
2025-04-27,TC-2025-10302,Sunday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,María Pérez,Guatemala,Enterprise,Constructora Progreso,2,867.99,1735.98,1439.72,296.26,17.07,1707.95,1.64
2025-04-23,TC-2025-10303,Wednesday,Soporte & Mantenimiento,SLA Premium 24/7,Partner,Valentina Torres,El Salvador,Enterprise,Logística Global Pac,5,3136.77,15683.85,6340.05,9343.8,59.58,14343.54,9.34
2025-04-27,TC-2025-10304,Sunday,Implementación BI,Dashboard Ejecutivo Custom,Referidos,Sofía Hernández,Costa Rica,Gobierno,CEPAL Regional,3,8220.14,24660.42,8676.24,15984.18,64.82,26373.66,-6.5
2025-04-27,TC-2025-10305,Sunday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Sofía Hernández,El Salvador,Enterprise,Supermercados Unidos,3,1540.31,4620.93,1594.53,3026.4,65.49,4190.63,10.27
2025-04-22,TC-2025-10306,Tuesday,Análisis Predictivo,Scoring de Crédito,Partner,Ana Martínez,Costa Rica,Mid Market,Agroexport SA,3,19222.84,57668.52,20404.23,37264.29,64.62,52207.34,10.46
2025-04-22,TC-2025-10307,Tuesday,Análisis Predictivo,Modelo de Churn Prediction,Digital,Andrés García,México,Enterprise,Aseguradora Continental,2,14925.98,29851.96,11764.58,18087.38,60.59,24575.26,21.47
2025-04-24,TC-2025-10308,Thursday,Soporte & Mantenimiento,Dashboard Maintenance,Referidos,Camila Jiménez,México,Mid Market,Cooperativa Agrícola Sur,2,1474.23,2948.46,1085.5,1862.96,63.18,2798.12,5.37
2025-04-25,TC-2025-10309,Friday,Consultoría de Datos,Arquitectura de Datos,Directo,Diego López,El Salvador,Gobierno,Ministerio de Hacienda SV,3,8562.4,25687.2,10569.48,15117.72,58.85,24357.33,5.46
2025-04-26,TC-2025-10310,Saturday,Consultoría de Datos,Data Quality Framework,Digital,Ana Martínez,México,Mid Market,Clínica Santa Rosa,1,5187.93,5187.93,1830.13,3357.8,64.72,4760.84,8.97
2025-04-24,TC-2025-10311,Thursday,Consultoría de Datos,Data Quality Framework,Partner,Ana Martínez,El Salvador,SMB,Transporte Rápido,1,6256.72,6256.72,1878.23,4378.49,69.98,5891.17,6.21
2025-04-22,TC-2025-10312,Tuesday,Consultoría de Datos,Data Strategy & Roadmap,Partner,Carlos Rodríguez,México,Enterprise,Constructora Progreso,6,7989.36,47936.16,18471.9,29464.26,61.47,44549.71,7.6
2025-04-23,TC-2025-10313,Wednesday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Diego López,El Salvador,Mid Market,Importadora Centroam,2,7751.23,15502.46,6370.26,9132.2,58.91,18144.71,-14.56
2025-04-26,TC-2025-10314,Saturday,Soporte & Mantenimiento,Licencias Power BI Pro,Directo,Carlos Rodríguez,El Salvador,Mid Market,Manufactura Tica,2,864.47,1728.94,1463.86,265.08,15.33,1615.23,7.04
2025-04-26,TC-2025-10315,Saturday,Consultoría de Datos,Data Governance Assessment,Referidos,Andrés García,Colombia,Mid Market,Hotel Cadena Pacífico,1,5632.7,5632.7,2186.76,3445.94,61.18,4836.52,16.46
2025-04-23,TC-2025-10316,Wednesday,Soporte & Mantenimiento,SLA Estándar,Directo,María Pérez,Costa Rica,Gobierno,SIECA Guatemala,2,1682.75,3365.5,1220.32,2145.18,63.74,3509.17,-4.09
2025-04-22,TC-2025-10317,Tuesday,Implementación BI,Dashboard Ejecutivo Custom,Digital,Sofía Hernández,México,Mid Market,Clínica Santa Rosa,1,10335.34,10335.34,3270.8,7064.54,68.35,10637.38,-2.84
2025-04-25,TC-2025-10318,Friday,Soporte & Mantenimiento,Licencias Power BI Pro,Digital,Valentina Torres,México,Enterprise,Energía Renovable SA,2,967.96,1935.92,1442.68,493.24,25.48,1947.88,-0.61
2025-04-23,TC-2025-10319,Wednesday,Soporte & Mantenimiento,Licencias Power BI Pro,Referidos,Ana Martínez,El Salvador,Mid Market,Clínica Santa Rosa,3,751.15,2253.45,2160.21,93.24,4.14,2196.5,2.59
2025-04-26,TC-2025-10320,Saturday,Capacitación Tech,Certificación BI Analista,Directo,Camila Jiménez,Costa Rica,SMB,Academia Digital SV,1,3231.53,3231.53,994.81,2236.72,69.22,3321.84,-2.72
2025-04-21,TC-2025-10321,Monday,Análisis Predictivo,Scoring de Crédito,Directo,Roberto Morales,Colombia,SMB,Restaurantes La Plaza,1,17022.56,17022.56,6368.55,10654.01,62.59,14792.36,15.08
2025-04-25,TC-2025-10322,Friday,Consultoría de Datos,Arquitectura de Datos,Directo,Camila Jiménez,Guatemala,Enterprise,Corporación Retail Max,7,9141.04,63987.28,26478.55,37508.73,58.62,55254.97,15.8
2025-04-26,TC-2025-10323,Saturday,Implementación BI,Data Warehouse Setup,Partner,Carlos Rodríguez,Colombia,Mid Market,Importadora Centroam,1,16849.67,16849.67,7099.01,9750.66,57.87,18685.38,-9.82
2025-04-22,TC-2025-10324,Tuesday,Consultoría de Datos,Data Strategy & Roadmap,Digital,Camila Jiménez,Costa Rica,Mid Market,Agroexport SA,4,9903.41,39613.64,12520.12,27093.52,68.39,34063.48,16.29
2025-04-21,TC-2025-10325,Monday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Andrés García,Colombia,Mid Market,Importadora Centroam,1,9748.6,9748.6,2961.99,6786.61,69.62,10440.83,-6.63
2025-04-22,TC-2025-10326,Tuesday,Soporte & Mantenimiento,Dashboard Maintenance,Partner,Sofía Hernández,Guatemala,Enterprise,Constructora Progreso,8,1642.59,13140.72,4224.64,8916.08,67.85,11955.68,9.91
2025-04-21,TC-2025-10327,Monday,Análisis Predictivo,Forecasting de Ventas ML,Directo,Diego López,Colombia,Enterprise,Energía Renovable SA,8,13558.6,108468.8,44439.6,64029.2,59.03,99413.5,9.11
2025-04-25,TC-2025-10328,Friday,Análisis Predictivo,Scoring de Crédito,Partner,Luis Ramírez,México,Mid Market,Distribuidora El Pino,1,17258.47,17258.47,6331.2,10927.27,63.32,15211.76,13.45
2025-04-26,TC-2025-10329,Saturday,Soporte & Mantenimiento,SLA Estándar,Digital,Carlos Rodríguez,El Salvador,SMB,Tienda Electrónica SV,2,1856.22,3712.44,1217.12,2495.32,67.22,3880.83,-4.34
2025-04-22,TC-2025-10330,Tuesday,Soporte & Mantenimiento,SLA Estándar,Directo,Luis Ramírez,Costa Rica,Gobierno,Instituto Nacional MX,2,1909.36,3818.72,1316.66,2502.06,65.52,3714.79,2.8
2025-04-22,TC-2025-10331,Tuesday,Soporte & Mantenimiento,Soporte Técnico On-site,Referidos,Diego López,Colombia,Gobierno,Alcaldía de San Salvador,3,3064.08,9192.24,3027.78,6164.46,67.06,9525.93,-3.5
2025-04-25,TC-2025-10332,Friday,Consultoría de Datos,Data Governance Assessment,Partner,Carlos Rodríguez,México,Mid Market,Cooperativa Agrícola Sur,4,6540.02,26160.08,8994.96,17165.12,65.62,25036.64,4.49
2025-04-21,TC-2025-10333,Monday,Capacitación Tech,Certificación BI Analista,Directo,Camila Jiménez,Colombia,SMB,Boutique Moda Latina,2,2955.51,5911.02,1972.3,3938.72,66.63,5801.24,1.89
2025-04-22,TC-2025-10334,Tuesday,Capacitación Tech,Workshop Python Analytics,Referidos,Ana Martínez,México,Enterprise,Aseguradora Continental,8,2605.88,20847.04,5864.32,14982.72,71.87,21328.78,-2.26
2025-04-27,TC-2025-10335,Sunday,Análisis Predictivo,Detección de Anomalías,Referidos,Diego López,Colombia,Mid Market,Agroexport SA,3,12510.63,37531.89,12243.21,25288.68,67.38,32018.07,17.22
2025-04-27,TC-2025-10336,Sunday,Implementación BI,Looker Studio Pro,Referidos,Diego López,El Salvador,SMB,PyME Tech,2,12418.95,24837.9,8953.04,15884.86,63.95,28188.03,-11.88
2025-04-24,TC-2025-10337,Thursday,Análisis Predictivo,Detección de Anomalías,Partner,Diego López,México,SMB,Transporte Rápido,1,13512.91,13512.91,4100.43,9412.48,69.66,12619.84,7.08
2025-04-25,TC-2025-10338,Friday,Capacitación Tech,Workshop Power BI Avanzado,Directo,Sofía Hernández,Guatemala,Mid Market,Educativa Futuro,3,1939.73,5819.19,1939.5,3879.69,66.67,6419.1,-9.35
2025-04-27,TC-2025-10339,Sunday,Consultoría de Datos,Data Quality Framework,Partner,María Pérez,Colombia,Mid Market,Importadora Centroam,3,5230.81,15692.43,6044.4,9648.03,61.48,14589.07,7.56
2025-04-21,TC-2025-10340,Monday,Soporte & Mantenimiento,Soporte Técnico On-site,Directo,Camila Jiménez,México,Mid Market,Hotel Cadena Pacífico,3,2649.81,7949.43,2805.15,5144.28,64.71,7510.29,5.85
2025-04-21,TC-2025-10341,Monday,Implementación BI,Tableau Implementation,Referidos,Camila Jiménez,México,Mid Market,Distribuidora El Pino,3,14394.54,43183.62,17567.88,25615.74,59.32,48317.83,-10.63
2025-04-23,TC-2025-10342,Wednesday,Análisis Predictivo,Modelo de Churn Prediction,Digital,Carlos Rodríguez,Guatemala,Gobierno,Banco de Desarrollo CO,3,16457.89,49373.67,16076.79,33296.88,67.44,43049.5,14.69
2025-04-25,TC-2025-10343,Friday,Capacitación Tech,Certificación BI Analista,Digital,Diego López,Guatemala,Enterprise,Energía Renovable SA,2,3726.28,7452.56,1817.82,5634.74,75.61,8243.95,-9.6
2025-04-27,TC-2025-10344,Sunday,Análisis Predictivo,Modelo de Churn Prediction,Partner,Diego López,El Salvador,Mid Market,Hotel Cadena Pacífico,1,14125.11,14125.11,6105.08,8020.03,56.78,13026.81,8.43
2025-04-24,TC-2025-10345,Thursday,Capacitación Tech,Bootcamp Data Science,Partner,Sofía Hernández,Costa Rica,SMB,Restaurantes La Plaza,2,4011.15,8022.3,2515.64,5506.66,68.64,7844.31,2.27
2025-04-26,TC-2025-10346,Saturday,Implementación BI,Power BI Enterprise,Partner,Valentina Torres,El Salvador,Enterprise,Constructora Progreso,5,12623.84,63119.2,22144.85,40974.35,64.92,71285.01,-11.46
2025-04-25,TC-2025-10347,Friday,Análisis Predictivo,Detección de Anomalías,Directo,Carlos Rodríguez,Colombia,Enterprise,Energía Renovable SA,2,11119.94,22239.88,9061.72,13178.16,59.25,19668.77,13.07
2025-04-22,TC-2025-10348,Tuesday,Implementación BI,Dashboard Ejecutivo Custom,Directo,Sofía Hernández,Colombia,Enterprise,Logística Global Pac,3,9715.43,29146.29,9741.6,19404.69,66.58,33819.78,-13.82
2025-04-25,TC-2025-10349,Friday,Implementación BI,Tableau Implementation,Directo,Andrés García,Costa Rica,Gobierno,Ministerio de Hacienda SV,3,13098.25,39294.75,15290.28,24004.47,61.09,43683.45,-10.05
2025-04-24,TC-2025-10350,Thursday,Implementación BI,Data Warehouse Setup,Referidos,Andrés García,Guatemala,SMB,Panadería Industrial GT,1,17173.3,17173.3,6878.35,10294.95,59.95,19882.52,-13.63
2025-04-26,TC-2025-10351,Saturday,Consultoría de Datos,Data Governance Assessment,Digital,Camila Jiménez,México,Enterprise,Constructora Progreso,6,5592.05,33552.3,12946.14,20606.16,61.42,29827.68,12.49
2025-04-23,TC-2025-10352,Wednesday,Consultoría de Datos,Data Maturity Assessment,Partner,Diego López,Guatemala,Enterprise,Grupo Financiero Pacífico,6,4054.24,24325.44,9129.24,15196.2,62.47,22472.6,8.24
2025-04-22,TC-2025-10353,Tuesday,Implementación BI,Looker Studio Pro,Digital,Andrés García,El Salvador,Mid Market,Hotel Cadena Pacífico,1,10713.61,10713.61,4391.96,6321.65,59.01,12172.92,-11.99
2025-04-24,TC-2025-10354,Thursday,Análisis Predictivo,Segmentación de Clientes IA,Digital,Luis Ramírez,El Salvador,SMB,Eventos Premium CO,2,13349.16,26698.32,9180.82,17517.5,65.61,21762.92,22.68
2025-04-23,TC-2025-10355,Wednesday,Análisis Predictivo,Modelo de Churn Prediction,Digital,Camila Jiménez,Colombia,Enterprise,Corporación Retail Max,7,17188.51,120319.57,37848.72,82470.85,68.54,97517.86,23.38
2025-04-21,TC-2025-10356,Monday,Consultoría de Datos,Data Maturity Assessment,Partner,Roberto Morales,Colombia,Mid Market,Agencia Digital Norte,3,4693.68,14081.04,5183.01,8898.03,63.19,12979.81,8.48
2025-04-24,TC-2025-10357,Thursday,Capacitación Tech,Workshop SQL Avanzado,Directo,María Pérez,Costa Rica,Mid Market,Educativa Futuro,1,1798.26,1798.26,540.19,1258.07,69.96,1902.13,-5.46
2025-04-25,TC-2025-10358,Friday,Soporte & Mantenimiento,Soporte Técnico On-site,Digital,Sofía Hernández,Colombia,Enterprise,Telecomunicaciones del Sur,6,3017.91,18107.46,6320.04,11787.42,65.1,18243.66,-0.75
2025-04-22,TC-2025-10359,Tuesday,Análisis Predictivo,Segmentación de Clientes IA,Directo,María Pérez,Colombia,Enterprise,Energía Renovable SA,2,12966.91,25933.82,9226.32,16707.5,64.42,23602.79,9.88
2025-04-26,TC-2025-10360,Saturday,Implementación BI,Dashboard Ejecutivo Custom,Referidos,Carlos Rodríguez,El Salvador,Mid Market,Agroexport SA,3,9948.06,29844.18,8947.8,20896.38,70.02,33028.52,-9.64
2025-04-24,TC-2025-10361,Thursday,Consultoría de Datos,Arquitectura de Datos,Directo,Camila Jiménez,México,SMB,Transporte Rápido,1,9521.19,9521.19,3515.27,6005.92,63.08,9334.6,2.0
2025-04-22,TC-2025-10362,Tuesday,Análisis Predictivo,Scoring de Crédito,Referidos,Luis Ramírez,El Salvador,SMB,Servicios Técnicos CR,1,17066.98,17066.98,6175.55,10891.43,63.82,14010.34,21.82
2025-04-24,TC-2025-10363,Thursday,Consultoría de Datos,Data Maturity Assessment,Digital,Andrés García,El Salvador,Enterprise,Grupo Financiero Pacífico,7,4606.4,32244.8,10681.58,21563.22,66.87,28238.07,14.19
2025-04-21,TC-2025-10364,Monday,Soporte & Mantenimiento,SLA Premium 24/7,Directo,Sofía Hernández,El Salvador,Mid Market,Agroexport SA,2,3138.71,6277.42,2307.18,3970.24,63.25,5782.58,8.56
2025-04-22,TC-2025-10365,Tuesday,Soporte & Mantenimiento,Soporte Técnico On-site,Referidos,María Pérez,México,SMB,Boutique Moda Latina,2,2973.48,5946.96,1951.04,3995.92,67.19,5756.81,3.3
2025-04-26,TC-2025-10366,Saturday,Implementación BI,Dashboard Ejecutivo Custom,Partner,Sofía Hernández,Colombia,SMB,PyME Tech,2,8186.79,16373.58,6384.1,9989.48,61.01,19208.84,-14.76
2025-04-27,TC-2025-10367,Sunday,Análisis Predictivo,Modelo de Churn Prediction,Directo,Diego López,Guatemala,Enterprise,Logística Global Pac,6,16279.66,97677.96,36618.06,61059.9,62.51,86371.25,13.09
2025-04-24,TC-2025-10368,Thursday,Consultoría de Datos,Data Maturity Assessment,Partner,Carlos Rodríguez,Colombia,Mid Market,Clínica Santa Rosa,2,5177.68,10355.36,3220.12,7135.24,68.9,8823.07,17.37
2025-04-22,TC-2025-10369,Tuesday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Camila Jiménez,Guatemala,Enterprise,Farmacéutica Centroam,8,870.94,6967.52,5673.84,1293.68,18.57,6602.79,5.52
2025-04-23,TC-2025-10370,Wednesday,Capacitación Tech,Certificación BI Analista,Directo,Diego López,El Salvador,Mid Market,Clínica Santa Rosa,4,3063.49,12253.96,3536.16,8717.8,71.14,13125.42,-6.64
2025-04-23,TC-2025-10371,Wednesday,Consultoría de Datos,Data Maturity Assessment,Directo,Andrés García,El Salvador,SMB,Tienda Electrónica SV,1,4168.95,4168.95,1638.8,2530.15,60.69,3707.98,12.43
2025-04-24,TC-2025-10372,Thursday,Soporte & Mantenimiento,Licencias Power BI Pro,Partner,Valentina Torres,México,Gobierno,Alcaldía de San Salvador,3,947.87,2843.61,2034.27,809.34,28.46,2703.46,5.18
2025-04-27,TC-2025-10373,Sunday,Análisis Predictivo,Segmentación de Clientes IA,Referidos,Valentina Torres,México,SMB,Servicios Técnicos CR,1,13252.13,13252.13,4560.69,8691.44,65.59,11891.08,11.45
2025-04-22,TC-2025-10374,Tuesday,Consultoría de Datos,Data Governance Assessment,Partner,Roberto Morales,Colombia,SMB,Restaurantes La Plaza,2,7250.1,14500.2,3867.56,10632.64,73.33,12547.7,15.56
